Model,Run,File,Class,MethodName,Signature,Has_UC_Annotation,UC_References,UC_Action
ChatGPT-o3,9,ChatGPT-o3_run9.json,ServiceProvider,operateRoutePlan,"+ operateRoutePlan (request : TransportRequest, plan : RoutePlan)",True,9,plan route
ChatGPT-o3,9,ChatGPT-o3_run9.json,ServiceProvider,scheduleService,"+ scheduleService (request : ServiceRequest, time : TimeRange)",True,6,accept & schedule request
ChatGPT-o3,9,ChatGPT-o3_run9.json,ServiceProvider,updateProviderProfile,+ updateProviderProfile (updatedData : Map),True,19,update self profile
ChatGPT-o3,9,ChatGPT-o3_run9.json,ServiceRequest,cancelRequest,"+ cancelRequest (user : UserProfile, cancelledDate : Date)",True,12,cancel request
ChatGPT-o3,9,ChatGPT-o3_run9.json,ServiceRequest,getRequestsByRequester,+ getRequestsByRequester (requester : UserProfile) : ServiceRequest[],True,11,fetch user requests
ChatGPT-o3,9,ChatGPT-o3_run9.json,ServiceRequest,markCollected,+ markCollected (collectedDate : Date),True,8,set status COLLECTED
ChatGPT-o3,9,ChatGPT-o3_run9.json,ServiceRequest,markCompleted,+ markCompleted (completedDate : Date),True,9,set status COMPLETED
ChatGPT-o3,9,ChatGPT-o3_run9.json,ServiceRequest,markScheduled,"+ markScheduled (time : TimeRange, provider : ServiceProvider)",True,6,set status SCHEDULED
ChatGPT-o3,9,ChatGPT-o3_run9.json,ServiceRequest,submitRequest,"+ submitRequest (requester : UserProfile, details : Map)",True,6,create new service request
ChatGPT-o3,9,ChatGPT-o3_run9.json,UserAccount,activate,+ activate (),True,1,activate account
ChatGPT-o3,9,ChatGPT-o3_run9.json,UserAccount,createAccount,"+ createAccount (profile : UserProfile, credentials : UserCredentials) : UserAccount",True,1,create new account with UNVERIFIED email
ChatGPT-o3,9,ChatGPT-o3_run9.json,UserAccount,deactivate,+ deactivate (reason : String),True,15,deactivate account (soft)
ChatGPT-o3,9,ChatGPT-o3_run9.json,UserAccount,generateEmailVerificationToken,+ generateEmailVerificationToken () : String,True,1,generate email-verification token
ChatGPT-o3,9,ChatGPT-o3_run9.json,UserAccount,logout,+ logout (),True,16,terminate current session
ChatGPT-o3,9,ChatGPT-o3_run9.json,UserAccount,markEmailVerified,+ markEmailVerified (verifiedDate : Date),True,1,mark email as verified
ChatGPT-o3,9,ChatGPT-o3_run9.json,UserAccount,recordLogin,+ recordLogin (date : Date),True,2,record successful login timestamp
ChatGPT-o3,9,ChatGPT-o3_run9.json,UserCredentials,generatePasswordResetToken,+ generatePasswordResetToken () : String,True,3,create reset token
ChatGPT-o3,9,ChatGPT-o3_run9.json,UserCredentials,resetPassword,+ resetPassword (newPassword : String),True,3,reset password & clear token
ChatGPT-o3,9,ChatGPT-o3_run9.json,UserCredentials,updateLastLogin,+ updateLastLogin (date : Date),True,2,update lastLoginDate
ChatGPT-o3,9,ChatGPT-o3_run9.json,UserCredentials,validateCredentials,+ validateCredentials (password : String) : ValidationResult,True,2,verify password matches
ChatGPT-o3,9,ChatGPT-o3_run9.json,UserCredentials,validatePasswordStrength,+ validatePasswordStrength (password : String) : ValidationResult,True,1,check password strength
ChatGPT-o3,9,ChatGPT-o3_run9.json,UserProfile,applyChanges,+ applyChanges (updatedData : Map),True,4,apply changes & stamp lastUpdatedDate
ChatGPT-o3,9,ChatGPT-o3_run9.json,UserProfile,markEmailVerified,+ markEmailVerified (date : Date),True,1,set verified timestamp
ChatGPT-o3,9,ChatGPT-o3_run9.json,UserProfile,validateEmailFormat,+ validateEmailFormat () : ValidationResult,True,1,validate email syntax
ChatGPT-o3,9,ChatGPT-o3_run9.json,UserProfile,validateUpdatedData,+ validateUpdatedData () : ValidationResult,True,4,validate profile updates
ChatGPT-o3,9,ChatGPT-o3_run9.json,WasteJourney,getByTrackingCode,+ getByTrackingCode (code : String) : WasteJourney,True,10,retrieve journey by code
ChatGPT-o3,9,ChatGPT-o3_run9.json,WasteJourney,getCurrentLocation,+ getCurrentLocation () : Address,True,10,return current location
ChatGPT-o3,9,ChatGPT-o3_run9.json,WasteJourney,getCurrentStatus,+ getCurrentStatus () : TrackingStatus,True,10,return journey status
Claude3.7,1,Claude3.7_run1.json,Address,validateFormat,+ validateFormat () : ValidationResult,False,,
Claude3.7,1,Claude3.7_run1.json,Address,verify,+ verify (),True,1,mark address as verified
Claude3.7,1,Claude3.7_run1.json,CollectionPoint,addOperatingHours,+ addOperatingHours (openingHours : OpeningHours),True,20,add operating hours to collection point
Claude3.7,1,Claude3.7_run1.json,CollectionPoint,createCollectionPoint,"+ createCollectionPoint (name : String, type : PointType, position : Coordinates) : CollectionPoint",True,20,create new collection point
Claude3.7,1,Claude3.7_run1.json,CollectionPoint,findNearbyPoints,"+ findNearbyPoints (location : Coordinates, maxDistance : Float) : CollectionPoint[]",True,22,find collection points near location
Claude3.7,1,Claude3.7_run1.json,CollectionPoint,isOpenNow,+ isOpenNow () : Boolean,True,22,check if collection point is currently open
Claude3.7,1,Claude3.7_run1.json,CollectionPoint,validateCollectionPoint,+ validateCollectionPoint () : ValidationResult,True,20,validate collection point details
Claude3.7,1,Claude3.7_run1.json,CollectionRequest,createCollectionRequest,"+ createCollectionRequest (location : Address, vehicleType : VehicleType) : CollectionRequest",True,6,create collection-specific request
Claude3.7,1,Claude3.7_run1.json,Coordinates,calculateDistance,+ calculateDistance (otherCoordinates : Coordinates) : Float,True,14,measure distance between locations
Claude3.7,1,Claude3.7_run1.json,NotificationService,notifyAccountDeactivation,+ notifyAccountDeactivation (userProfile : UserProfile),True,15,notify account deactivation
Claude3.7,1,Claude3.7_run1.json,NotificationService,notifyNewRequest,"+ notifyNewRequest (serviceProvider : ServiceProvider, serviceRequest : ServiceRequest)",True,6,notify service provider of new request
Claude3.7,1,Claude3.7_run1.json,NotificationService,notifyRequestAccepted,+ notifyRequestAccepted (serviceRequest : ServiceRequest),False,,
Claude3.7,1,Claude3.7_run1.json,NotificationService,sendEmailVerification,+ sendEmailVerification (userProfile : UserProfile),True,1,send email verification
Claude3.7,1,Claude3.7_run1.json,NotificationService,sendPasswordResetLink,"+ sendPasswordResetLink (userProfile : UserProfile, token : String)",True,3,send password reset email
Claude3.7,1,Claude3.7_run1.json,NotificationTemplate,formatTemplate,+ formatTemplate (params : Map) : String,False,,
Claude3.7,1,Claude3.7_run1.json,NotificationTemplate,getTemplate,"+ getTemplate (notificationType : NotificationType, channel : NotificationChannel) : NotificationTemplate",False,,
Claude3.7,1,Claude3.7_run1.json,OpeningHours,isOpen,"+ isOpen (dayOfWeek : DayOfWeek, time : LocalTime) : Boolean",True,22,check if point is open at specific time
Claude3.7,1,Claude3.7_run1.json,Product,archiveListing,+ archiveListing (),True,13,archive product listing
Claude3.7,1,Claude3.7_run1.json,Product,calculateSustainabilityScore,+ calculateSustainabilityScore () : Float,True,5,calculate product sustainability score
Claude3.7,1,Claude3.7_run1.json,Product,createListing,"+ createListing (name : String, description : String, category : ProductCategory, inventory : Integer) : Product",True,5,create new product listing
Claude3.7,1,Claude3.7_run1.json,Product,publishListing,+ publishListing (),True,5,publish product listing
Claude3.7,1,Claude3.7_run1.json,Product,updateListing,"+ updateListing (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult",True,13,update existing product listing
Claude3.7,1,Claude3.7_run1.json,Product,validateListing,+ validateListing () : ValidationResult,False,,
Claude3.7,1,Claude3.7_run1.json,RoleManager,assignRole,"+ assignRole (userAccount : UserAccount, newRole : UserRole) : ValidationResult",True,21,assign new role to user
Claude3.7,1,Claude3.7_run1.json,RoleManager,promoteToServiceProvider,+ promoteToServiceProvider (userAccount : UserAccount) : ServiceProvider,True,21,promote user to service provider
Claude3.7,1,Claude3.7_run1.json,RoleManager,validateRoleChange,"+ validateRoleChange (currentRole : UserRole, newRole : UserRole) : ValidationResult",True,21,validate role change is allowed
Claude3.7,1,Claude3.7_run1.json,RoutePlan,addWaypoint,+ addWaypoint (coordinate : Coordinates),True,9,add waypoint to route plan
Claude3.7,1,Claude3.7_run1.json,RoutePlan,calculateOptimalRoute,+ calculateOptimalRoute (),True,9,calculate optimal route between waypoints
Claude3.7,1,Claude3.7_run1.json,RoutePlan,estimateDistance,+ estimateDistance () : Float,True,9,estimate total route distance
Claude3.7,1,Claude3.7_run1.json,SearchFilter,addCategoryFilter,+ addCategoryFilter (category : ProductCategory),True,14,add category to filter
Claude3.7,1,Claude3.7_run1.json,SearchFilter,applyFilters,+ applyFilters (products : Product[]) : Product[],True,14,filter products by search criteria
Claude3.7,1,Claude3.7_run1.json,SearchFilter,setKeywordFilter,+ setKeywordFilter (keywords : String),True,14,set keyword filter
Claude3.7,1,Claude3.7_run1.json,SearchFilter,setLocationFilter,"+ setLocationFilter (location : Address, maxDistance : Float)",True,14,set location-based filter
Claude3.7,1,Claude3.7_run1.json,ServiceProvider,updateServiceProviderProfile,+ updateServiceProviderProfile (companyName : String) : ValidationResult,True,19,update service provider profile
Claude3.7,1,Claude3.7_run1.json,ServiceRequest,acceptRequest,+ acceptRequest (provider : ServiceProvider),False,,
Claude3.7,1,Claude3.7_run1.json,ServiceRequest,assignProvider,+ assignProvider (provider : ServiceProvider),False,,
Claude3.7,1,Claude3.7_run1.json,ServiceRequest,cancelRequest,+ cancelRequest (cancelledBy : UserProfile),True,12,cancel service request
Claude3.7,1,Claude3.7_run1.json,ServiceRequest,completeRequest,+ completeRequest (),False,,
Claude3.7,1,Claude3.7_run1.json,ServiceRequest,createRequest,+ createRequest (requester : UserProfile) : ServiceRequest,True,6,create service request
Claude3.7,1,Claude3.7_run1.json,ServiceRequest,scheduleRequest,+ scheduleRequest (timeSlot : TimeRange),False,,
Claude3.7,1,Claude3.7_run1.json,ServiceRequest,validateRequest,+ validateRequest () : ValidationResult,True,6,validate request details
Claude3.7,1,Claude3.7_run1.json,ServiceRequestDetails,addDetails,"+ addDetails (key : String, value : Object)",True,6,add request-specific details
Claude3.7,1,Claude3.7_run1.json,TimeRange,isWithinBusinessHours,+ isWithinBusinessHours () : Boolean,True,20,verify time range is valid
Claude3.7,1,Claude3.7_run1.json,TimeRange,overlaps,+ overlaps (otherTimeRange : TimeRange) : Boolean,True,19,check if time ranges overlap
Claude3.7,1,Claude3.7_run1.json,TransportRequest,createTransportRequest,+ createTransportRequest (routePlan : RoutePlan) : TransportRequest,True,6,create transport-specific request
Claude3.7,1,Claude3.7_run1.json,TransportRequest,validateRoutePlan,+ validateRoutePlan () : ValidationResult,True,9,validate route plan feasibility
Claude3.7,1,Claude3.7_run1.json,UserAccount,activateAccount,+ activateAccount (),True,1,activate user account after email verification
Claude3.7,1,Claude3.7_run1.json,UserAccount,createAccount,"+ createAccount (profile : UserProfile, credentials : UserCredentials) : UserAccount",True,1,create new user account
Claude3.7,1,Claude3.7_run1.json,UserAccount,deactivateAccount,+ deactivateAccount (reason : String),True,15,soft-deactivate user account
Claude3.7,1,Claude3.7_run1.json,UserAccount,suspendAccount,+ suspendAccount (),True,18,suspend service provider account
Claude3.7,1,Claude3.7_run1.json,UserAccount,unlockAccount,+ unlockAccount (),True,2,unlock a previously locked account
Claude3.7,1,Claude3.7_run1.json,UserCredentials,generatePasswordResetToken,+ generatePasswordResetToken () : String,True,3,generate password reset token
Claude3.7,1,Claude3.7_run1.json,UserCredentials,incrementFailedAttempts,+ incrementFailedAttempts (),True,2,increment number of failed login attempts
Claude3.7,1,Claude3.7_run1.json,UserCredentials,isTokenExpired,+ isTokenExpired () : Boolean,True,3,check if password reset token is expired
Claude3.7,1,Claude3.7_run1.json,UserCredentials,resetFailedAttempts,+ resetFailedAttempts (),True,2,reset failed login counter after successful login
Claude3.7,1,Claude3.7_run1.json,UserCredentials,updateLastLoginDate,+ updateLastLoginDate (),True,2,record login timestamp
Claude3.7,1,Claude3.7_run1.json,UserCredentials,updatePassword,+ updatePassword (newPassword : String) : ValidationResult,True,3,update user password
Claude3.7,1,Claude3.7_run1.json,UserCredentials,validateCredentials,"+ validateCredentials (email : String, password : String) : ValidationResult",True,2,validate login credentials
Claude3.7,1,Claude3.7_run1.json,UserCredentials,validatePasswordResetToken,+ validatePasswordResetToken (token : String) : Boolean,True,3,validate reset token validity
Claude3.7,1,Claude3.7_run1.json,UserCredentials,validatePasswordStrength,+ validatePasswordStrength (password : String) : ValidationResult,False,,
Claude3.7,1,Claude3.7_run1.json,UserProfile,updateProfile,"+ updateProfile (name : String, phoneNumber : String, address : Address) : ValidationResult",True,4,update profile information
Claude3.7,1,Claude3.7_run1.json,UserProfile,validateEmail,+ validateEmail () : ValidationResult,True,1,validate email format
Claude3.7,1,Claude3.7_run1.json,UserProfile,verifyEmail,+ verifyEmail (),True,1,mark email as verified
Claude3.7,1,Claude3.7_run1.json,ValidationResult,addErrorMessage,+ addErrorMessage (message : String),False,,
Claude3.7,1,Claude3.7_run1.json,ValidationResult,isValid,+ isValid () : Boolean,False,,
Claude3.7,1,Claude3.7_run1.json,WasteJourney,addStage,+ addStage (stage : Stage),True,10,add stage to journey
Claude3.7,1,Claude3.7_run1.json,WasteJourney,cancelJourney,+ cancelJourney (),True,12,cancel waste journey
Claude3.7,1,Claude3.7_run1.json,WasteJourney,completeJourney,+ completeJourney (),True,10,mark journey as completed
Claude3.7,1,Claude3.7_run1.json,WasteJourney,createJourney,+ createJourney () : WasteJourney,True,10,create new waste journey
Claude3.7,1,Claude3.7_run1.json,WasteJourney,findByTrackingCode,+ findByTrackingCode (trackingCode : String) : WasteJourney,True,10,find journey by tracking code
Claude3.7,1,Claude3.7_run1.json,WasteJourney,generateTrackingCode,+ generateTrackingCode () : String,True,10,generate unique tracking code
Claude3.7,1,Claude3.7_run1.json,WasteJourney,updateCurrentLocation,+ updateCurrentLocation (location : Address),True,10,update waste current location
Claude3.7,10,Claude3.7_run10.json,Address,validate,+ validate () : ValidationResult,True,1,validate address format and existence
Claude3.7,10,Claude3.7_run10.json,Address,verify,+ verify (),True,1,mark address as verified
Claude3.7,10,Claude3.7_run10.json,CollectionPoint,addOperatingHours,+ addOperatingHours (hours : OpeningHours),True,20,add operating hours to collection point
Claude3.7,10,Claude3.7_run10.json,CollectionPoint,calculateDistance,+ calculateDistance (location : Coordinates) : Float,True,22,calculate distance from user location
Claude3.7,10,Claude3.7_run10.json,CollectionPoint,isOperatingAt,"+ isOperatingAt (day : DayOfWeek, time : LocalTime) : Boolean",True,22,check if collection point is operating at specific time
Claude3.7,10,Claude3.7_run10.json,CollectionPoint,updateOperatingHours,"+ updateOperatingHours (day : DayOfWeek, timeRange : TimeRange)",True,20,update operating hours for specific day
Claude3.7,10,Claude3.7_run10.json,CollectionPoint,validate,+ validate () : ValidationResult,True,20,validate collection point details
Claude3.7,10,Claude3.7_run10.json,CollectionRequest,assignVehicle,+ assignVehicle (vehicleType : VehicleType),True,8,assign vehicle type to collection request
Claude3.7,10,Claude3.7_run10.json,NotificationService,notifyAccountDeactivation,+ notifyAccountDeactivation (account : UserAccount),True,15,notify user about account deactivation
Claude3.7,10,Claude3.7_run10.json,NotificationService,notifyRequestAccepted,+ notifyRequestAccepted (request : ServiceRequest),True,8,notify user about accepted request
Claude3.7,10,Claude3.7_run10.json,NotificationService,sendNotification,"+ sendNotification (recipient : UserProfile, type : NotificationType, data : Object)",True,1,send notification to user
Claude3.7,10,Claude3.7_run10.json,NotificationService,sendPasswordResetEmail,"+ sendPasswordResetEmail (email : String, token : String)",True,3,send password reset email
Claude3.7,10,Claude3.7_run10.json,NotificationService,sendVerificationEmail,"+ sendVerificationEmail (email : String, token : String)",True,1,send email verification
Claude3.7,10,Claude3.7_run10.json,NotificationTemplate,render,+ render (data : Object) : String,True,1,render notification template with data
Claude3.7,10,Claude3.7_run10.json,OpeningHours,isAvailableAt,"+ isAvailableAt (day : DayOfWeek, time : LocalTime) : Boolean",True,8,check if service is available at specific day and time
Claude3.7,10,Claude3.7_run10.json,Product,archive,+ archive (),True,13,archive product listing
Claude3.7,10,Claude3.7_run10.json,Product,calculateSustainabilityScore,+ calculateSustainabilityScore () : Float,True,5,calculate sustainability score based on product attributes
Claude3.7,10,Claude3.7_run10.json,Product,createListing,"+ createListing (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult",True,5,create new product listing
Claude3.7,10,Claude3.7_run10.json,Product,publish,+ publish (),True,5,publish product listing
Claude3.7,10,Claude3.7_run10.json,Product,updateListing,"+ updateListing (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult",True,13,update product listing
Claude3.7,10,Claude3.7_run10.json,Product,validateListing,+ validateListing () : ValidationResult,True,5,validate product listing details
Claude3.7,10,Claude3.7_run10.json,RoleManager,assignRole,"+ assignRole (account : UserAccount, role : UserRole) : ValidationResult",True,21,assign role to user account
Claude3.7,10,Claude3.7_run10.json,RoleManager,validateRoleTransition,"+ validateRoleTransition (currentRole : UserRole, newRole : UserRole) : ValidationResult",True,21,validate if role transition is allowed
Claude3.7,10,Claude3.7_run10.json,RoutePlan,addWaypoint,+ addWaypoint (point : Coordinates),True,9,add waypoint to route plan
Claude3.7,10,Claude3.7_run10.json,RoutePlan,optimizeRoute,+ optimizeRoute (),True,9,optimize route based on waypoints
Claude3.7,10,Claude3.7_run10.json,RoutePlan,validate,+ validate () : ValidationResult,True,9,validate route plan
Claude3.7,10,Claude3.7_run10.json,SearchFilter,applyFilter,+ applyFilter (products : Product[]) : Product[],True,14,filter products based on criteria
Claude3.7,10,Claude3.7_run10.json,SearchFilter,matchesCategories,+ matchesCategories (product : Product) : Boolean,True,14,check if product matches categories
Claude3.7,10,Claude3.7_run10.json,SearchFilter,matchesKeywords,+ matchesKeywords (product : Product) : Boolean,True,14,check if product matches keywords
Claude3.7,10,Claude3.7_run10.json,SearchFilter,withinDistance,+ withinDistance (product : Product) : Boolean,True,14,check if product is within specified distance
Claude3.7,10,Claude3.7_run10.json,ServiceProvider,addServiceArea,+ addServiceArea (area : Address),True,19,add service area
Claude3.7,10,Claude3.7_run10.json,ServiceProvider,removeServiceArea,+ removeServiceArea (area : Address),True,19,remove service area
Claude3.7,10,Claude3.7_run10.json,ServiceProvider,updateProfile,+ updateProfile (companyName : String) : ValidationResult,True,19,update service provider profile
Claude3.7,10,Claude3.7_run10.json,ServiceRequest,accept,+ accept (provider : ServiceProvider),True,8,accept service request by provider
Claude3.7,10,Claude3.7_run10.json,ServiceRequest,assignJourney,+ assignJourney (journey : WasteJourney),True,10,assign waste journey to request
Claude3.7,10,Claude3.7_run10.json,ServiceRequest,cancel,+ cancel (cancelledBy : UserProfile),True,12,cancel service request
Claude3.7,10,Claude3.7_run10.json,ServiceRequest,complete,+ complete (),True,8,mark service request as completed
Claude3.7,10,Claude3.7_run10.json,ServiceRequest,propose,+ propose (timeSlots : TimeRange[]),True,8,propose alternative time slots
Claude3.7,10,Claude3.7_run10.json,ServiceRequest,schedule,+ schedule (timeSlot : TimeRange),True,8,schedule service request
Claude3.7,10,Claude3.7_run10.json,ServiceRequest,submit,+ submit () : ValidationResult,True,6,submit service request
Claude3.7,10,Claude3.7_run10.json,ServiceRequest,validate,+ validate () : ValidationResult,True,6,validate service request details
Claude3.7,10,Claude3.7_run10.json,TimeRange,contains,+ contains (time : LocalTime) : Boolean,True,8,check if a specific time is within the range
Claude3.7,10,Claude3.7_run10.json,TimeRange,overlaps,+ overlaps (other : TimeRange) : Boolean,True,19,check if time ranges overlap
Claude3.7,10,Claude3.7_run10.json,TransportRequest,assignRoutePlan,+ assignRoutePlan (plan : RoutePlan),True,9,assign route plan to transport request
Claude3.7,10,Claude3.7_run10.json,UserAccount,activate,+ activate (),True,1,activate user account after email verification
Claude3.7,10,Claude3.7_run10.json,UserAccount,deactivate,+ deactivate (reason : String),True,15,soft-deactivate a user account
Claude3.7,10,Claude3.7_run10.json,UserAccount,lock,+ lock (),True,2,lock account after failed login attempts
Claude3.7,10,Claude3.7_run10.json,UserAccount,register,"+ register (profile : UserProfile, credentials : UserCredentials) : ValidationResult",True,1,register new user account
Claude3.7,10,Claude3.7_run10.json,UserAccount,unlock,+ unlock (),True,3,unlock account after password reset
Claude3.7,10,Claude3.7_run10.json,UserAccount,updateStatus,+ updateStatus (status : AccountStatus),True,21,update account status
Claude3.7,10,Claude3.7_run10.json,UserCredentials,authenticate,"+ authenticate (email : String, password : String) : ValidationResult",True,2,authenticate user credentials
Claude3.7,10,Claude3.7_run10.json,UserCredentials,generatePasswordResetToken,+ generatePasswordResetToken () : String,True,3,generate token for password reset
Claude3.7,10,Claude3.7_run10.json,UserCredentials,incrementFailedAttempts,+ incrementFailedAttempts () : Integer,True,2,increment failed login counter
Claude3.7,10,Claude3.7_run10.json,UserCredentials,isTokenValid,+ isTokenValid () : Boolean,True,3,check if password reset token is valid
Claude3.7,10,Claude3.7_run10.json,UserCredentials,recordLoginAttempt,+ recordLoginAttempt (success : Boolean),True,2,record login attempt status
Claude3.7,10,Claude3.7_run10.json,UserCredentials,recordLoginTime,+ recordLoginTime (),True,2,record successful login timestamp
Claude3.7,10,Claude3.7_run10.json,UserCredentials,recordLogoutTime,+ recordLogoutTime (),True,16,record logout timestamp
Claude3.7,10,Claude3.7_run10.json,UserCredentials,resetFailedAttempts,+ resetFailedAttempts (),True,2,reset failed login counter after successful login
Claude3.7,10,Claude3.7_run10.json,UserCredentials,resetPassword,+ resetPassword (newPassword : String) : ValidationResult,True,3,reset user password
Claude3.7,10,Claude3.7_run10.json,UserCredentials,validatePasswordStrength,+ validatePasswordStrength (password : String) : ValidationResult,True,1,validate password meets strength requirements
Claude3.7,10,Claude3.7_run10.json,UserProfile,changeRole,+ changeRole (newRole : UserRole) : ValidationResult,True,21,change user role
Claude3.7,10,Claude3.7_run10.json,UserProfile,updateProfile,"+ updateProfile (name : String, phoneNumber : String, address : Address) : ValidationResult",True,4,update profile information
Claude3.7,10,Claude3.7_run10.json,UserProfile,validateEmail,+ validateEmail () : ValidationResult,True,1,validate email format
Claude3.7,10,Claude3.7_run10.json,UserProfile,verifyEmail,+ verifyEmail (),True,1,mark email as verified
Claude3.7,10,Claude3.7_run10.json,WasteJourney,addStage,+ addStage (stage : Stage),True,10,add stage to waste journey
Claude3.7,10,Claude3.7_run10.json,WasteJourney,cancelJourney,+ cancelJourney (),True,10,cancel waste journey
Claude3.7,10,Claude3.7_run10.json,WasteJourney,completeJourney,+ completeJourney (),True,10,mark journey as completed
Claude3.7,10,Claude3.7_run10.json,WasteJourney,generateTrackingCode,+ generateTrackingCode () : String,True,10,generate unique tracking code
Claude3.7,10,Claude3.7_run10.json,WasteJourney,updateLocation,+ updateLocation (location : Address),True,10,update current waste location
Claude3.7,10,Claude3.7_run10.json,WasteJourney,validateTrackingCode,+ validateTrackingCode (code : String) : ValidationResult,True,10,validate tracking code format and existence
Claude3.7,2,Claude3.7_run2.json,Address,validateAddress,+ validateAddress () : ValidationResult,False,,
Claude3.7,2,Claude3.7_run2.json,Address,verifyAddress,+ verifyAddress (),True,1,mark address as verified
Claude3.7,2,Claude3.7_run2.json,CollectionPoint,addOperatingHours,+ addOperatingHours (operatingHours : OpeningHours),True,20,add operating hours to collection point
Claude3.7,2,Claude3.7_run2.json,CollectionPoint,createCollectionPoint,"+ createCollectionPoint (name : String, type : PointType, position : Coordinates, address : Address) : CollectionPoint",True,20,create new collection point
Claude3.7,2,Claude3.7_run2.json,CollectionPoint,findNearbyPoints,"+ findNearbyPoints (location : Coordinates, radius : Float) : CollectionPoint[]",True,22,find collection points near location
Claude3.7,2,Claude3.7_run2.json,CollectionPoint,isOpenAt,"+ isOpenAt (dayOfWeek : DayOfWeek, time : LocalTime) : Boolean",True,22,check if collection point is open at specific time
Claude3.7,2,Claude3.7_run2.json,CollectionPoint,removeOperatingHours,+ removeOperatingHours (operatingHours : OpeningHours),True,20,remove operating hours from collection point
Claude3.7,2,Claude3.7_run2.json,CollectionPoint,updateCollectionPoint,"+ updateCollectionPoint (name : String, type : PointType)",True,20,update collection point details
Claude3.7,2,Claude3.7_run2.json,CollectionPoint,validateCollectionPoint,+ validateCollectionPoint () : ValidationResult,False,,
Claude3.7,2,Claude3.7_run2.json,CollectionRequest,validateCollectionRequest,+ validateCollectionRequest () : ValidationResult,True,6,validate collection-specific request details
Claude3.7,2,Claude3.7_run2.json,Coordinates,validateCoordinates,+ validateCoordinates () : ValidationResult,True,20,validate coordinate values
Claude3.7,2,Claude3.7_run2.json,NotificationService,sendAccountDeactivationConfirmation,+ sendAccountDeactivationConfirmation (recipient : UserProfile),True,15,confirm account deactivation
Claude3.7,2,Claude3.7_run2.json,NotificationService,sendNotification,"+ sendNotification (recipient : UserProfile, type : NotificationType, channel : NotificationChannel)",False,,
Claude3.7,2,Claude3.7_run2.json,NotificationService,sendPasswordResetEmail,+ sendPasswordResetEmail (recipient : UserProfile),True,3,send password reset link
Claude3.7,2,Claude3.7_run2.json,NotificationService,sendRequestStatusUpdate,"+ sendRequestStatusUpdate (recipient : UserProfile, request : ServiceRequest)",False,,
Claude3.7,2,Claude3.7_run2.json,NotificationService,sendVerificationEmail,+ sendVerificationEmail (recipient : UserProfile),True,1,send email verification link
Claude3.7,2,Claude3.7_run2.json,NotificationTemplate,getTemplate,"+ getTemplate (type : NotificationType, channel : NotificationChannel) : NotificationTemplate",False,,
Claude3.7,2,Claude3.7_run2.json,OpeningHours,validateOpeningHours,+ validateOpeningHours () : ValidationResult,True,20,validate opening hours consistency
Claude3.7,2,Claude3.7_run2.json,Product,archiveListing,+ archiveListing (),True,13,change listing status to archived
Claude3.7,2,Claude3.7_run2.json,Product,calculateSustainabilityScore,+ calculateSustainabilityScore () : Float,True,5,calculate product sustainability score
Claude3.7,2,Claude3.7_run2.json,Product,createListing,"+ createListing (name : String, description : String, category : ProductCategory, inventory : Integer) : Product",True,5,create new product listing
Claude3.7,2,Claude3.7_run2.json,Product,publishListing,+ publishListing (),True,5,change listing status to published
Claude3.7,2,Claude3.7_run2.json,Product,updateListing,"+ updateListing (name : String, description : String, category : ProductCategory, inventory : Integer)",True,13,update product listing details
Claude3.7,2,Claude3.7_run2.json,Product,validateProduct,+ validateProduct () : ValidationResult,False,,
Claude3.7,2,Claude3.7_run2.json,RoleManager,assignRole,"+ assignRole (userAccount : UserAccount, role : UserRole) : ValidationResult",True,21,assign new role to user account
Claude3.7,2,Claude3.7_run2.json,RoleManager,canTransitionToRole,"+ canTransitionToRole (currentRole : UserRole, newRole : UserRole) : Boolean",True,21,validate role transition
Claude3.7,2,Claude3.7_run2.json,RoutePlan,optimizeRoute,+ optimizeRoute (),True,9,optimize the transportation route
Claude3.7,2,Claude3.7_run2.json,RoutePlan,validateRoutePlan,+ validateRoutePlan () : ValidationResult,True,9,validate route plan feasibility
Claude3.7,2,Claude3.7_run2.json,SearchFilter,applyFilter,+ applyFilter (products : Product[]) : Product[],True,14,apply filter to product list
Claude3.7,2,Claude3.7_run2.json,SearchFilter,filterByCategories,+ filterByCategories (categories : ProductCategory[]),True,14,filter by categories
Claude3.7,2,Claude3.7_run2.json,SearchFilter,filterByKeywords,+ filterByKeywords (keywords : String),True,14,filter by keywords
Claude3.7,2,Claude3.7_run2.json,SearchFilter,filterByLocation,"+ filterByLocation (location : Address, maxDistance : Float)",True,14,filter by location proximity
Claude3.7,2,Claude3.7_run2.json,SearchFilter,validateFilter,+ validateFilter () : ValidationResult,True,14,validate search filter parameters
Claude3.7,2,Claude3.7_run2.json,ServiceProvider,updateServiceProviderDetails,+ updateServiceProviderDetails (companyName : String),True,19,update service provider company details
Claude3.7,2,Claude3.7_run2.json,ServiceProvider,validateServiceProvider,+ validateServiceProvider () : ValidationResult,True,19,validate service provider information
Claude3.7,2,Claude3.7_run2.json,ServiceRequest,acceptRequest,+ acceptRequest (provider : ServiceProvider),False,,
